sb_match_id,competition,season,competition_id,season_id,competition_label,match_date,home,away,norm_home,norm_away,home_score,away_score,fulltime_result,competition_stage,match_status,source_url
3788765,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-20,Switzerland,Turkey,switzerland,turkey,3,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788766,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-20,Italy,Wales,italy,wales,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788767,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-21,Ukraine,Austria,ukraine,austria,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788768,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-21,Finland,Belgium,finland,belgium,0,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788769,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-21,Russia,Denmark,russia,denmark,1,4,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788770,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-21,North Macedonia,Netherlands,macedonia,netherlands,0,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788771,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-22,Croatia,Scotland,croatia,scotland,3,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788772,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-22,Czech Republic,England,czech republic,england,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788773,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-23,Portugal,France,portugal,france,2,2,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788774,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-23,Germany,Hungary,germany,hungary,2,2,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788775,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-23,Slovakia,Spain,slovakia,spain,0,5,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3788776,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-23,Sweden,Poland,sweden,poland,3,2,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3794685,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-26,Italy,Austria,italy,austria,2,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3794686,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-28,Croatia,Spain,croatia,spain,3,5,away,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3794687,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-27,Belgium,Portugal,belgium,portugal,1,0,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3794688,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-29,England,Germany,england,germany,2,0,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3794689,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-26,Wales,Denmark,wales,denmark,0,4,away,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3794690,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-27,Netherlands,Czech Republic,netherlands,czech republic,0,2,away,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3794691,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-28,France,Switzerland,france,switzerland,3,3,draw,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3794692,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-06-29,Sweden,Ukraine,sweden,ukraine,1,2,away,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3795107,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-07-02,Belgium,Italy,belgium,italy,1,2,away,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3795108,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-07-02,Switzerland,Spain,switzerland,spain,1,1,draw,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3795109,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-07-03,Czech Republic,Denmark,czech republic,denmark,1,2,away,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3795187,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-07-03,Ukraine,England,ukraine,england,0,4,away,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3795220,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-07-06,Italy,Spain,italy,spain,1,1,draw,Semi-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3795221,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-07-07,England,Denmark,england,denmark,2,1,home,Semi-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3795506,UEFA Euro,2020,55,43,UEFA Euro 2020,2021-07-11,Italy,England,italy,england,1,1,draw,Final,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/43.json
3930158,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-14,Germany,Scotland,germany,scotland,5,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930159,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-15,Hungary,Switzerland,hungary,switzerland,1,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930160,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-15,Spain,Croatia,spain,croatia,3,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930161,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-15,Italy,Albania,italy,albania,2,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930162,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-16,Slovenia,Denmark,slovenia,denmark,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930163,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-16,Serbia,England,serbia,england,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930164,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-17,Belgium,Slovakia,belgium,slovakia,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930165,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-17,Austria,France,austria,france,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930166,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-18,Portugal,Czech Republic,portugal,czech republic,2,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930167,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-19,Croatia,Albania,croatia,albania,2,2,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930168,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-19,Germany,Hungary,germany,hungary,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930169,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-19,Scotland,Switzerland,scotland,switzerland,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930170,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-20,Slovenia,Serbia,slovenia,serbia,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930171,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-20,Denmark,England,denmark,england,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930172,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-20,Spain,Italy,spain,italy,1,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930173,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-21,Netherlands,France,netherlands,france,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930174,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-22,Turkey,Portugal,turkey,portugal,0,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930175,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-22,Belgium,Romania,belgium,romania,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930176,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-23,Switzerland,Germany,switzerland,germany,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930177,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-23,Scotland,Hungary,scotland,hungary,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930178,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-24,Croatia,Italy,croatia,italy,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930179,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-24,Albania,Spain,albania,spain,0,1,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930180,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-25,Netherlands,Austria,netherlands,austria,2,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930181,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-25,England,Slovenia,england,slovenia,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930182,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-25,Denmark,Serbia,denmark,serbia,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930183,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-26,Slovakia,Romania,slovakia,romania,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3930184,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-26,Czech Republic,Turkey,czech republic,turkey,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938637,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-16,Poland,Netherlands,poland,netherlands,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938638,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-17,Romania,Ukraine,romania,ukraine,3,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938639,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-18,Turkey,Georgia,turkey,georgia,3,1,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938640,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-21,Slovakia,Ukraine,slovakia,ukraine,1,2,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938641,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-21,Poland,Austria,poland,austria,1,3,away,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938642,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-22,Georgia,Czech Republic,georgia,czech republic,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938643,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-25,France,Poland,france,poland,1,1,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938644,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-26,Georgia,Portugal,georgia,portugal,2,0,home,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3938645,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-26,Ukraine,Belgium,ukraine,belgium,0,0,draw,Group Stage,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3940878,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-29,Switzerland,Italy,switzerland,italy,2,0,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3940983,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-29,Germany,Denmark,germany,denmark,2,0,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3941017,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-30,England,Slovakia,england,slovakia,2,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3941018,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-06-30,Spain,Georgia,spain,georgia,4,1,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3941019,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-01,France,Belgium,france,belgium,1,0,home,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3941020,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-01,Portugal,Slovenia,portugal,slovenia,0,0,draw,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3941021,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-02,Romania,Netherlands,romania,netherlands,0,3,away,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3941022,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-02,Austria,Turkey,austria,turkey,1,2,away,Round of 16,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3942226,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-05,Spain,Germany,spain,germany,2,1,home,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3942227,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-06,England,Switzerland,england,switzerland,1,1,draw,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3942349,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-05,Portugal,France,portugal,france,0,0,draw,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3942382,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-06,Netherlands,Turkey,netherlands,turkey,2,1,home,Quarter-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3942752,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-09,Spain,France,spain,france,2,1,home,Semi-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3942819,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-10,Netherlands,England,netherlands,england,1,2,away,Semi-finals,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
3943043,UEFA Euro,2024,55,282,UEFA Euro 2024,2024-07-14,Spain,England,spain,england,2,1,home,Final,available,https://raw.githubusercontent.com/statsbomb/open-data/master/data/matches/55/282.json
